EmployeeID,Age,Department,Location,Salary,SatisfactionScore,PerformanceScore,InnovationIndex,RetentionRisk,NeurodiversityStatus
7410,24,Audio,London,54191,9.487,4.918,94.733,0.644,Neurotypical
7411,40,Art & Animation,Los Angeles,55623,7.737,5.232,17.593,0.82,Neurotypical
7412,37,Production,Los Angeles,52293,5.12,4.726,13.201,0.042,Neurodiverse
7413,25,Marketing,Berlin,155695,1.309,5.62,68.248,0.475,Neurotypical
7414,48,Art & Animation,Seoul,70593,6.917,6.676,61.175,0.325,Neurotypical
7415,38,Game Design,Stockholm,142703,3.289,4.879,34.572,0.16,Neurotypical
7416,52,Quality Assurance,Shanghai,152729,3.598,9.755,89.553,0.974,Neurodiverse
7417,20,Management,Montreal,127302,1.178,4.578,54.264,0.69,Neurotypical
7418,64,Quality Assurance,Montreal,111384,6.019,2.93,17.319,0.309,Neurotypical
7419,22,Programming,Paris,85992,3.604,9.821,38.946,0.431,Neurotypical
7420,61,Game Design,Shanghai,133160,9.841,3.665,87.785,0.516,Neurotypical
7421,40,Management,Stockholm,65848,7.741,6.587,1.863,0.015,Neurodiverse
7422,54,Art & Animation,London,111173,4.217,8.457,83.794,0.774,Neurotypical
7423,60,Game Design,Paris,65759,3.65,1.036,95.165,0.807,Neurotypical
7424,59,Management,Los Angeles,57517,7.435,3.545,36.636,0.726,Neurodiverse
7425,22,Programming,Tokyo,151797,3.288,5.786,28.479,0.377,Neurotypical
7426,44,Audio,Montreal,80980,5.032,5.103,16.577,0.1,Neurodiverse
7427,64,Art & Animation,Paris,119126,2.443,1.655,4.001,0.005,Neurotypical
7428,57,Production,Montreal,140828,3.287,5.024,67.651,0.436,Neurodiverse
7429,64,Game Design,Berlin,58455,1.885,1.954,17.096,0.95,Neurotypical
7430,39,Audio,London,56944,4.844,3.249,89.484,0.466,Neurotypical
7431,63,Management,London,148621,9.341,7.739,45.575,0.898,Neurotypical
7432,64,Programming,Tokyo,114627,1.908,2.607,97.291,0.595,Neurotypical
7433,53,Audio,Vancouver,114723,4.936,6.988,97.983,0.621,Neurotypical
7434,40,Art & Animation,London,77100,3.685,9.756,80.054,0.802,Neurotypical
7435,42,Programming,Los Angeles,116176,4.267,3.223,43.975,0.288,Neurodiverse
7436,25,Programming,Berlin,50858,7.943,3.336,46.237,0.53,Neurodiverse
7437,32,Programming,Seoul,87011,4.915,9.578,95.058,0.091,Neurotypical
7438,42,Management,Paris,146054,6.854,6.986,72.769,0.955,Neurotypical
7439,28,Marketing,Los Angeles,157966,9.75,7.931,40.066,0.994,Neurotypical
7440,36,Programming,Shanghai,65437,6.548,8.124,86.251,0.57,Neurodiverse
7441,21,Marketing,Seoul,75550,4.036,7.569,27.182,0.922,Neurodiverse
7442,38,Audio,Los Angeles,75861,4.579,9.791,93.683,0.835,Neurotypical
7443,38,Production,Shanghai,91011,7.263,3.473,24.249,0.526,Neurodiverse
7444,26,Marketing,Montreal,78929,7.249,5.665,73.302,0.62,Neurodiverse
7445,61,Audio,Montreal,51019,4.313,6.977,64.732,0.729,Neurotypical
7446,61,Marketing,Montreal,74284,7.52,7.365,58.626,0.332,Neurotypical
7447,39,Audio,Tokyo,127350,5.955,2.729,46.812,0.31,Neurotypical
7448,28,Audio,Berlin,125640,9.824,8.88,55.755,0.829,Neurotypical
7449,36,Management,Paris,124015,9.173,8.333,69.248,0.189,Neurotypical
7450,46,Production,Tokyo,120909,8.415,3.378,63.339,0.236,Neurotypical
7451,21,Programming,London,82371,1.309,5.896,27.656,0.592,Neurotypical
7452,55,Production,London,63234,4.424,3.652,27.169,0.397,Neurodiverse
7453,38,Production,London,113172,6.16,4.293,64.912,0.131,Neurotypical
7454,36,Programming,Berlin,56357,5.695,5.802,15.246,0.984,Neurotypical
7455,24,Audio,Tokyo,71595,7.872,5.855,97.504,0.473,Neurotypical
7456,58,Programming,Tokyo,95599,9.182,5.789,84.678,0.999,Neurotypical
7457,37,Audio,Seoul,57772,8.084,5.898,45.301,0.451,Neurodiverse
7458,26,Programming,Tokyo,130103,2.982,6.725,52.5,0.785,Neurotypical
7459,36,Management,Shanghai,103890,5.371,1.141,35.427,0.704,Neurotypical
7460,58,Quality Assurance,London,152205,4.543,2.258,15.242,0.326,Neurotypical
7461,55,Marketing,Tokyo,78684,7.896,5.232,59.147,0.083,Neurodiverse
7462,59,Production,Berlin,104085,9.056,7.376,98.88,0.152,Neurotypical
7463,64,Audio,Paris,109924,3.581,5.583,16.294,0.038,Neurotypical
7464,23,Game Design,London,61708,5.4,6.66,53.611,0.657,Neurotypical
7465,57,Programming,Vancouver,57670,7.587,9.736,96.018,0.066,Neurotypical
7466,44,Programming,Shanghai,120470,1.45,7.571,98.231,0.296,Neurodiverse
7467,24,Art & Animation,Vancouver,52666,9.668,9.459,48.592,0.115,Neurotypical
7468,49,Game Design,London,117989,8.2,1.171,7.31,0.584,Neurotypical
7469,31,Game Design,Seoul,135672,5.885,5.024,25.002,0.702,Neurotypical
7470,23,Management,Berlin,91247,8.008,4.191,70.375,0.446,Neurotypical
7471,43,Production,Paris,52473,8.527,7.35,6.967,0.958,Neurotypical
7472,48,Quality Assurance,Paris,75565,5.445,9.365,63.783,0.269,Neurotypical
7473,28,Marketing,London,72608,4.961,1.363,45.04,0.992,Neurotypical
7474,23,Quality Assurance,Tokyo,143671,8.539,1.516,18.069,0.585,Neurodiverse
7475,43,Marketing,Seoul,150709,8.737,7.056,9.958,0.86,Neurodiverse
7476,33,Audio,Berlin,146957,2.113,4.114,68.297,0.12,Neurotypical
7477,24,Production,London,91214,9.171,2.827,17.608,0.984,Neurodiverse
7478,37,Quality Assurance,Tokyo,80548,3.491,9.592,52.273,0.755,Neurotypical
7479,61,Art & Animation,London,158505,7.005,1.126,49.303,0.595,Neurotypical
7480,38,Marketing,Seoul,84602,7.384,3.466,67.364,0.005,Neurotypical
7481,31,Quality Assurance,Berlin,155346,3.518,3.985,43.132,0.004,Neurodiverse
7482,37,Production,Shanghai,144373,3.738,8.045,91.54,0.169,Neurotypical
7483,36,Art & Animation,London,70735,7.357,6.056,85.243,0.407,Neurodiverse
7484,49,Production,Tokyo,66806,2.576,3.955,81.75,0.296,Neurotypical
7485,43,Game Design,Stockholm,111637,8.726,2.528,27.729,0.85,Neurotypical
7486,30,Programming,Stockholm,96292,3.006,2.961,98.495,0.751,Neurotypical
7487,54,Audio,Stockholm,79228,4.161,1.348,52.416,0.892,Neurodiverse
7488,42,Management,Tokyo,154237,3.4,8.532,97.663,0.374,Neurodiverse
7489,36,Production,Seoul,97986,3.208,2.055,84.097,0.787,Neurodiverse
7490,20,Audio,Seoul,92855,9.81,8.407,86.492,0.843,Neurotypical
7491,34,Production,Berlin,146780,3.28,2.253,70.58,0.997,Neurotypical
7492,51,Game Design,Montreal,130947,6.205,9.153,17.383,0.777,Neurotypical
7493,28,Production,Stockholm,75864,7.708,7.107,95.802,0.859,Neurodiverse
7494,34,Production,Paris,88840,1.378,4.168,40.021,0.304,Neurodiverse
7495,47,Quality Assurance,Montreal,75924,8.934,4.534,94.358,0.67,Neurodiverse
7496,43,Programming,Los Angeles,50554,2.376,3.561,87.765,0.662,Neurotypical
7497,54,Game Design,Stockholm,99158,6.293,2.902,82.241,0.583,Neurodiverse
7498,41,Art & Animation,Paris,133685,6.77,9.2,0.813,0.963,Neurotypical
7499,46,Programming,Seoul,117627,6.666,2.66,57.662,0.417,Neurotypical
7500,38,Marketing,Paris,77749,7.601,2.584,24.401,0.868,Neurotypical
7501,64,Quality Assurance,Montreal,153134,9.381,4.242,88.053,0.056,Neurotypical
7502,31,Programming,Shanghai,100809,9.342,9.859,70.153,0.41,Neurotypical
7503,39,Marketing,London,114076,6.203,5.184,64.87,0.073,Neurodiverse
7504,20,Game Design,Vancouver,124539,4.329,4.198,90.451,0.594,Neurotypical
7505,40,Production,Stockholm,105246,3.894,9.987,29.567,0.592,Neurotypical
7506,64,Audio,Seoul,57463,8.98,7.66,10.787,0.347,Neurotypical
7507,20,Programming,Berlin,101114,8.678,9.502,30.537,0.906,Neurotypical
7508,29,Programming,Stockholm,124045,3.662,3.24,18.35,0.162,Neurotypical
7509,51,Marketing,Tokyo,145402,2.371,7.788,25.264,0.464,Neurotypical
7510,58,Management,Montreal,128041,8.75,9.016,56.628,0.59,Neurodiverse
7511,41,Marketing,Seoul,74466,6.475,5.764,45.536,0.198,Neurotypical
7512,37,Audio,Paris,68932,3.818,4.815,98.098,0.819,Neurotypical
7513,51,Marketing,Berlin,141952,6.496,3.664,41.848,0.456,Neurotypical
7514,46,Marketing,London,157712,1.596,6.105,15.18,0.523,Neurotypical
7515,47,Programming,Seoul,88867,2.711,2.729,87.488,0.406,Neurodiverse
7516,37,Audio,London,68984,5.912,4.887,27.636,0.606,Neurotypical
7517,58,Audio,Stockholm,85862,5.853,7.143,10.785,0.814,Neurotypical
7518,48,Production,Stockholm,150567,3.22,6.871,65.884,0.335,Neurotypical
7519,37,Programming,Vancouver,149370,9.839,7.299,25.635,0.304,Neurotypical
7520,63,Production,Montreal,143544,4.712,6.279,1.599,0.912,Neurotypical
7521,27,Game Design,Paris,104896,7.377,1.024,66.364,0.999,Neurotypical
7522,50,Management,Stockholm,52790,3.326,1.241,7.24,0.228,Neurotypical
7523,53,Management,Shanghai,155383,4.82,6.222,0.226,0.217,Neurodiverse
7524,26,Game Design,Tokyo,109805,8.481,9.694,68.223,0.148,Neurotypical
7525,55,Management,Vancouver,94449,8.637,2.75,45.317,0.293,Neurotypical
7526,37,Management,Seoul,77245,2.217,7.456,80.443,0.496,Neurotypical
7527,57,Programming,Tokyo,133593,4.192,4.899,16.431,0.005,Neurotypical
7528,28,Marketing,Berlin,81336,2.828,2.252,51.071,0.241,Neurotypical
7529,28,Quality Assurance,Paris,101515,9.012,1.3,11.604,0.859,Neurotypical
7530,27,Game Design,Seoul,86269,7.785,7.42,40.971,0.124,Neurodiverse
7531,54,Game Design,Vancouver,85582,6.07,2.295,35.637,0.838,Neurotypical
7532,37,Programming,London,138562,6.851,3.686,63.82,0.56,Neurodiverse
7533,24,Production,Tokyo,148652,9.227,4.612,62.342,0.265,Neurotypical
7534,33,Programming,Tokyo,150426,3.729,7.353,25.821,0.456,Neurotypical
7535,47,Quality Assurance,Vancouver,113720,1.123,4.489,5.068,0.171,Neurotypical
7536,49,Quality Assurance,London,97827,1.237,4.477,10.478,0.596,Neurodiverse
7537,23,Management,Berlin,70517,1.42,8.148,91.293,0.082,Neurotypical
7538,58,Audio,Stockholm,97365,2.156,1.063,72.657,0.611,Neurotypical
7539,39,Management,Paris,143629,6.138,7.785,94.241,0.475,Neurotypical
7540,44,Programming,Montreal,132131,9.83,5.695,61.773,0.001,Neurodiverse
7541,47,Game Design,Vancouver,119065,4.779,5.875,87.929,0.929,Neurodiverse
7542,31,Production,Montreal,129497,7.412,4.11,77.283,0.03,Neurotypical
7543,21,Management,Seoul,112430,8.13,1.832,24.475,0.852,Neurotypical
7544,62,Production,Paris,79456,8.213,1.818,74.977,0.255,Neurotypical
7545,33,Management,Los Angeles,78212,4.99,4.068,60.938,0.982,Neurodiverse
7546,41,Management,Berlin,154653,5.95,7.484,16.981,1.0,Neurodiverse
7547,50,Art & Animation,Tokyo,115346,3.959,9.025,9.411,0.233,Neurotypical
7548,42,Art & Animation,Berlin,63930,7.191,8.31,36.666,0.252,Neurotypical
7549,39,Management,Montreal,157762,4.446,8.181,58.57,0.848,Neurodiverse
7550,57,Marketing,Los Angeles,82915,3.8,1.052,55.669,0.141,Neurodiverse
7551,23,Game Design,Paris,115202,6.646,2.725,48.119,0.003,Neurotypical
7552,34,Management,London,117245,4.071,9.506,47.88,0.63,Neurodiverse
7553,43,Art & Animation,Tokyo,134942,4.672,8.831,1.649,0.272,Neurotypical
7554,44,Production,Shanghai,81106,7.398,2.141,2.158,0.369,Neurodiverse
7555,20,Game Design,Montreal,119526,8.68,6.725,40.778,0.448,Neurotypical
7556,26,Programming,Seoul,78040,4.913,4.898,51.517,0.266,Neurotypical
7557,50,Game Design,Paris,63962,5.7,1.069,67.555,0.119,Neurodiverse
7558,31,Art & Animation,Paris,123390,7.717,8.201,66.522,0.708,Neurotypical
7559,61,Production,Stockholm,152140,3.025,9.488,98.512,0.493,Neurotypical
7560,24,Game Design,Tokyo,129792,4.735,9.287,39.18,0.769,Neurotypical
7561,63,Quality Assurance,Tokyo,110665,8.303,4.458,12.675,0.907,Neurotypical
7562,61,Marketing,Los Angeles,120059,9.05,8.09,30.098,0.226,Neurotypical
7563,57,Audio,Vancouver,148672,6.804,5.482,76.655,0.895,Neurodiverse
7564,31,Production,Shanghai,111324,4.541,9.82,24.386,0.957,Neurodiverse
7565,58,Art & Animation,London,144855,6.453,9.67,81.748,0.298,Neurotypical
7566,37,Programming,Tokyo,77669,2.61,7.96,80.606,0.854,Neurotypical
7567,21,Audio,Seoul,52597,1.264,5.242,46.921,0.273,Neurotypical
7568,29,Marketing,Stockholm,79210,1.672,9.117,73.007,0.837,Neurotypical
7569,34,Production,Tokyo,110697,1.974,3.016,80.12,0.907,Neurotypical
7570,49,Management,Vancouver,51302,3.031,2.928,72.631,0.968,Neurotypical
7571,63,Production,Stockholm,112583,5.156,6.024,31.274,0.574,Neurotypical
7572,36,Quality Assurance,Montreal,127052,3.091,8.371,16.989,0.547,Neurotypical
7573,23,Quality Assurance,Seoul,150198,6.265,1.559,11.924,0.101,Neurotypical
7574,26,Quality Assurance,Tokyo,127790,9.985,8.062,96.343,0.539,Neurotypical
7575,60,Quality Assurance,London,118060,5.484,9.544,9.448,0.839,Neurotypical
7576,50,Art & Animation,Tokyo,100240,7.812,5.914,44.087,0.009,Neurotypical
7577,58,Production,Montreal,104857,3.632,2.922,10.163,0.909,Neurodiverse
7578,53,Art & Animation,Stockholm,100478,9.666,6.685,79.48,0.576,Neurotypical
7579,25,Game Design,Shanghai,57484,3.242,2.771,55.314,0.642,Neurotypical
7580,57,Programming,London,129747,6.37,4.514,17.571,0.73,Neurodiverse
7581,64,Game Design,Montreal,139502,9.85,7.297,95.97,0.928,Neurotypical
7582,53,Programming,Tokyo,108627,8.274,4.432,84.836,0.694,Neurotypical
7583,63,Marketing,Montreal,53356,9.928,5.359,12.696,0.44,Neurotypical
7584,34,Management,Paris,72600,4.418,5.907,81.328,0.859,Neurotypical
7585,33,Game Design,Shanghai,149406,1.699,4.055,84.442,0.951,Neurotypical
7586,25,Marketing,Berlin,67451,3.191,1.687,77.18,0.621,Neurotypical
7587,56,Management,Vancouver,149048,9.619,5.598,35.115,0.765,Neurotypical
7588,51,Marketing,Paris,53074,4.335,5.39,25.652,0.552,Neurotypical
7589,22,Marketing,Montreal,101642,2.123,4.838,52.492,0.111,Neurotypical
7590,22,Quality Assurance,Vancouver,106696,6.338,2.66,47.425,0.611,Neurotypical
7591,41,Audio,London,80858,5.504,1.471,58.366,0.57,Neurotypical
7592,41,Audio,Los Angeles,85630,1.562,8.44,41.799,0.5,Neurotypical
7593,29,Art & Animation,Paris,77654,5.077,5.791,21.074,0.564,Neurodiverse
7594,22,Marketing,London,108226,6.696,9.823,57.021,0.339,Neurodiverse
7595,31,Quality Assurance,Montreal,64189,3.094,9.8,53.758,0.801,Neurotypical
7596,48,Game Design,Shanghai,105107,2.12,6.221,90.84,0.243,Neurotypical
7597,36,Game Design,Tokyo,106020,8.783,5.411,63.522,0.432,Neurotypical
7598,26,Art & Animation,Vancouver,52560,6.629,2.678,76.948,0.714,Neurotypical
7599,32,Art & Animation,Los Angeles,87559,2.397,4.414,42.716,0.562,Neurotypical
7600,21,Marketing,Stockholm,152138,6.662,8.069,82.243,0.131,Neurodiverse
7601,23,Management,Montreal,74652,7.617,9.669,30.967,0.495,Neurotypical
7602,29,Marketing,London,102266,6.378,6.398,97.79,0.747,Neurotypical
7603,58,Management,Stockholm,114017,2.045,6.552,81.568,0.07,Neurodiverse
7604,43,Game Design,Vancouver,113318,2.123,9.482,0.437,0.852,Neurotypical
7605,36,Game Design,Montreal,96299,1.406,2.142,81.794,0.511,Neurotypical
7606,25,Game Design,Stockholm,116548,3.106,6.507,53.804,0.528,Neurodiverse
7607,38,Game Design,Montreal,152589,1.537,6.269,58.005,0.564,Neurotypical
7608,24,Audio,Paris,157370,8.248,2.846,99.833,0.244,Neurotypical
7609,51,Marketing,Stockholm,136277,1.139,7.964,71.758,0.381,Neurotypical
7610,29,Marketing,Los Angeles,86324,6.229,2.073,13.03,0.669,Neurotypical
7611,28,Game Design,Berlin,52325,8.289,1.569,75.406,0.395,Neurotypical
7612,46,Quality Assurance,Vancouver,106109,9.054,5.375,19.951,0.938,Neurotypical
7613,32,Game Design,Montreal,141837,4.685,3.697,93.494,0.906,Neurotypical
7614,38,Programming,Stockholm,147942,6.588,4.925,26.375,0.176,Neurotypical
7615,40,Production,Shanghai,135908,9.561,2.013,46.174,0.199,Neurotypical
7616,43,Production,Stockholm,68738,7.044,5.072,81.282,0.411,Neurotypical
7617,57,Art & Animation,Paris,127695,9.11,4.956,96.423,0.583,Neurotypical
7618,23,Programming,London,126382,7.159,9.699,15.711,0.882,Neurodiverse
7619,43,Quality Assurance,Stockholm,105845,1.612,7.503,6.904,0.126,Neurotypical
7620,54,Art & Animation,Berlin,126955,2.772,9.284,79.008,0.795,Neurotypical
7621,22,Production,Los Angeles,95355,9.464,8.031,86.273,0.121,Neurotypical
7622,23,Quality Assurance,Vancouver,134314,8.598,8.091,60.206,0.555,Neurotypical
7623,56,Art & Animation,Montreal,88310,4.804,8.792,17.085,0.58,Neurotypical
7624,59,Game Design,Montreal,152825,2.45,3.303,15.718,0.964,Neurodiverse
7625,54,Management,Montreal,66425,2.415,4.84,46.06,0.752,Neurotypical
7626,50,Game Design,Tokyo,97419,9.144,8.877,19.39,0.723,Neurodiverse
7627,63,Quality Assurance,Paris,144845,2.496,1.602,34.681,0.025,Neurodiverse
7628,44,Art & Animation,Shanghai,68232,4.477,1.496,79.432,0.756,Neurotypical
7629,59,Audio,Vancouver,125852,9.107,6.832,10.576,0.678,Neurodiverse
7630,32,Quality Assurance,Vancouver,119727,1.301,9.186,30.369,0.679,Neurotypical
7631,23,Management,Montreal,106582,6.677,8.148,39.661,0.051,Neurotypical
7632,33,Quality Assurance,Paris,102018,4.155,8.191,22.746,0.392,Neurotypical
7633,32,Management,London,63024,1.97,4.24,70.841,0.115,Neurodiverse
7634,46,Programming,Vancouver,141758,6.108,6.325,46.88,0.912,Neurodiverse
7635,25,Marketing,Stockholm,106045,5.364,7.943,94.662,0.367,Neurotypical
7636,36,Quality Assurance,Berlin,107548,1.893,8.144,33.986,0.876,Neurotypical
7637,55,Audio,Paris,63599,3.405,6.225,92.552,0.318,Neurodiverse
7638,59,Game Design,Montreal,118870,7.663,8.203,56.827,0.671,Neurodiverse
7639,54,Art & Animation,Vancouver,135579,7.803,1.242,53.874,0.009,Neurotypical
7640,36,Marketing,Tokyo,138999,6.388,9.483,23.485,0.698,Neurotypical
7641,60,Art & Animation,Seoul,125120,1.994,8.835,94.777,0.697,Neurodiverse
7642,21,Game Design,Seoul,143780,8.678,1.468,31.833,0.138,Neurotypical
7643,32,Quality Assurance,Shanghai,74459,2.554,4.774,54.662,0.447,Neurotypical
7644,21,Programming,Vancouver,71755,7.488,9.275,93.943,0.683,Neurotypical
7645,47,Audio,Los Angeles,55452,1.383,5.615,85.064,0.531,Neurodiverse
7646,62,Marketing,London,71223,3.986,1.823,30.879,0.925,Neurodiverse
7647,45,Audio,Tokyo,123129,5.305,9.699,80.514,0.211,Neurotypical
7648,41,Management,Stockholm,130166,1.252,4.226,68.079,0.965,Neurotypical
7649,62,Production,Paris,81361,2.544,5.646,3.337,0.493,Neurotypical
7650,22,Audio,Stockholm,157836,3.87,6.688,49.286,1.0,Neurotypical
7651,54,Audio,Vancouver,148815,9.843,8.492,42.243,0.426,Neurotypical
7652,31,Audio,Berlin,159551,8.015,8.858,65.892,0.869,Neurotypical
7653,43,Game Design,Seoul,136044,8.566,6.878,70.283,0.836,Neurotypical
7654,24,Audio,Vancouver,127539,7.008,9.536,70.457,0.539,Neurotypical
7655,39,Programming,Paris,110709,3.632,2.971,45.993,0.763,Neurotypical
7656,58,Audio,Vancouver,151382,7.385,9.144,94.73,0.743,Neurotypical
7657,58,Game Design,Los Angeles,152941,7.064,2.711,7.105,0.133,Neurodiverse
7658,32,Management,Los Angeles,109606,6.49,9.05,64.884,0.734,Neurodiverse
7659,60,Art & Animation,Seoul,62215,3.685,2.943,43.911,0.727,Neurotypical
7660,64,Game Design,Berlin,91174,3.369,7.473,23.252,0.43,Neurotypical
7661,31,Production,Paris,79859,4.027,8.353,13.667,0.154,Neurotypical
7662,32,Production,Montreal,110585,3.812,4.515,46.246,0.451,Neurotypical
7663,29,Programming,London,93228,1.7,2.021,30.532,0.747,Neurotypical
7664,52,Management,Vancouver,120655,8.221,4.263,21.925,0.88,Neurodiverse
7665,59,Programming,Paris,113187,4.323,1.555,3.632,0.369,Neurotypical
7666,35,Quality Assurance,Berlin,85076,7.36,6.934,31.28,0.338,Neurotypical
7667,64,Game Design,Montreal,131537,3.519,7.275,93.193,0.197,Neurotypical
7668,54,Art & Animation,Vancouver,120655,6.418,3.415,53.841,0.367,Neurodiverse
7669,22,Quality Assurance,Shanghai,72120,1.312,6.864,24.141,0.239,Neurotypical
7670,24,Quality Assurance,Tokyo,116101,1.954,1.527,97.575,0.337,Neurotypical
7671,45,Marketing,Seoul,111035,4.281,1.284,65.117,0.541,Neurotypical
7672,30,Audio,Shanghai,90407,3.419,4.672,50.709,0.568,Neurotypical
7673,26,Quality Assurance,Vancouver,62090,4.181,5.36,93.348,0.742,Neurotypical
7674,29,Quality Assurance,Stockholm,124528,9.376,1.167,78.104,0.983,Neurotypical
7675,61,Programming,Berlin,100430,1.665,6.309,53.242,0.09,Neurotypical
7676,53,Art & Animation,Berlin,78206,5.165,8.495,0.705,0.236,Neurotypical
7677,22,Quality Assurance,Paris,95701,2.784,4.695,41.404,0.41,Neurotypical
7678,27,Management,Seoul,73575,4.203,7.723,79.967,0.968,Neurotypical
7679,50,Production,Montreal,120620,7.093,2.36,28.49,0.281,Neurotypical
7680,30,Art & Animation,Vancouver,102656,9.756,5.766,5.441,0.877,Neurodiverse
7681,64,Audio,Stockholm,157487,7.253,8.102,60.816,0.406,Neurodiverse
7682,26,Production,Montreal,79300,8.964,7.138,89.957,0.959,Neurotypical
7683,64,Programming,Seoul,64062,2.325,8.017,98.878,0.036,Neurotypical
7684,21,Management,Paris,93485,2.633,7.49,11.459,0.242,Neurodiverse
7685,25,Production,Tokyo,137533,8.891,2.089,96.203,0.039,Neurotypical
7686,60,Marketing,Montreal,60621,6.468,1.924,38.366,0.752,Neurotypical
7687,51,Marketing,Stockholm,112258,8.129,9.78,74.556,0.652,Neurotypical
7688,39,Audio,London,72901,3.006,5.341,20.416,0.232,Neurotypical
7689,53,Audio,Berlin,159096,4.137,7.592,67.258,0.055,Neurotypical
7690,35,Production,Montreal,89673,1.729,7.134,67.148,0.792,Neurotypical
7691,44,Programming,Los Angeles,63634,9.06,1.399,28.221,0.76,Neurotypical
7692,31,Management,Stockholm,77736,9.607,5.47,44.552,0.919,Neurotypical
7693,26,Programming,London,158635,8.717,5.692,41.461,0.167,Neurotypical
7694,58,Management,Los Angeles,115912,4.935,8.277,65.502,0.574,Neurotypical
7695,36,Game Design,Shanghai,90910,4.07,9.66,97.717,0.918,Neurotypical
7696,64,Quality Assurance,Los Angeles,100256,5.163,3.605,57.01,0.206,Neurotypical
7697,30,Quality Assurance,Shanghai,145873,6.739,1.53,54.437,0.607,Neurotypical
7698,25,Management,Stockholm,105898,4.884,5.278,33.804,0.607,Neurotypical
7699,42,Quality Assurance,Paris,125875,4.795,1.269,67.781,0.042,Neurotypical
7700,46,Art & Animation,Seoul,108957,4.879,4.469,84.609,0.782,Neurotypical
7701,25,Game Design,Stockholm,137594,7.701,3.459,9.867,0.79,Neurotypical
7702,57,Production,Seoul,88010,8.081,3.187,24.135,0.192,Neurotypical
7703,21,Quality Assurance,Berlin,118383,8.835,1.014,59.305,0.043,Neurotypical
7704,41,Art & Animation,London,61659,3.187,3.256,8.402,0.72,Neurodiverse
7705,39,Management,Tokyo,123750,2.418,3.879,34.766,0.135,Neurotypical
7706,44,Management,Tokyo,89430,4.106,9.199,47.951,0.689,Neurotypical
7707,34,Art & Animation,Vancouver,102500,4.784,1.794,80.581,0.15,Neurotypical
7708,48,Marketing,Tokyo,130990,7.317,7.903,52.66,0.86,Neurodiverse
7709,27,Art & Animation,Stockholm,59110,7.821,7.524,38.008,0.611,Neurodiverse
7710,56,Audio,Los Angeles,125707,9.857,3.936,14.739,0.577,Neurotypical
7711,52,Programming,Stockholm,83144,4.404,9.163,20.242,0.534,Neurotypical
7712,41,Art & Animation,Montreal,130920,4.623,6.898,51.813,0.041,Neurotypical
7713,24,Audio,Shanghai,89202,5.879,1.873,80.466,0.839,Neurotypical
7714,58,Audio,Berlin,75826,8.383,2.836,39.907,0.453,Neurotypical
7715,37,Marketing,Montreal,92156,6.948,4.61,22.781,0.37,Neurotypical
7716,57,Production,Berlin,76246,6.154,9.706,37.898,0.631,Neurotypical
7717,56,Marketing,Tokyo,74004,6.833,3.38,5.53,0.5,Neurotypical
7718,49,Management,Montreal,131183,5.18,4.854,53.082,0.288,Neurotypical
7719,50,Management,Shanghai,94100,7.831,6.046,7.427,0.148,Neurotypical
7720,29,Art & Animation,Paris,61544,1.678,4.2,84.993,0.101,Neurotypical
7721,34,Marketing,Shanghai,61102,5.581,7.309,76.325,0.237,Neurodiverse
7722,61,Marketing,Los Angeles,115491,8.259,6.948,70.333,0.87,Neurotypical
7723,63,Production,Seoul,72869,3.723,1.544,94.507,0.11,Neurotypical
7724,37,Programming,Berlin,79541,8.591,4.859,88.916,0.815,Neurodiverse
7725,42,Quality Assurance,Stockholm,149660,8.045,8.03,0.273,0.868,Neurotypical
7726,52,Management,Shanghai,68150,6.226,6.759,77.92,0.825,Neurotypical
7727,35,Art & Animation,London,137425,3.269,5.142,58.529,0.864,Neurodiverse
7728,57,Management,Berlin,60556,8.75,7.569,43.552,0.215,Neurotypical
7729,54,Production,Seoul,78552,1.27,7.034,28.718,0.995,Neurotypical
7730,53,Art & Animation,London,153730,6.333,8.538,19.615,0.543,Neurotypical
7731,47,Management,Paris,152145,8.043,1.459,88.235,0.811,Neurotypical
7732,21,Art & Animation,Paris,102396,5.369,5.818,36.307,0.485,Neurotypical
7733,49,Marketing,Berlin,132463,1.926,6.943,44.818,0.191,Neurotypical
7734,32,Programming,London,61463,8.506,7.079,71.301,0.846,Neurotypical
7735,60,Marketing,Montreal,94623,9.182,9.302,78.584,0.491,Neurotypical
7736,35,Audio,Tokyo,80560,6.07,4.705,62.537,0.972,Neurodiverse
7737,24,Game Design,London,64410,8.084,8.156,41.955,0.811,Neurotypical
7738,47,Game Design,London,137967,6.496,8.074,6.409,0.75,Neurotypical
7739,58,Production,Los Angeles,108119,6.16,3.42,61.169,0.719,Neurodiverse
7740,64,Game Design,Vancouver,66351,2.177,3.415,84.628,0.609,Neurotypical
7741,39,Production,Montreal,84388,4.931,9.486,4.557,0.897,Neurotypical
7742,43,Quality Assurance,Vancouver,152616,7.109,3.92,35.32,0.621,Neurotypical
7743,46,Marketing,London,64968,5.09,4.73,24.765,0.996,Neurotypical
7744,49,Management,London,124259,6.56,6.436,54.032,0.522,Neurotypical
7745,64,Audio,Stockholm,144656,9.053,3.849,1.084,0.082,Neurotypical
7746,46,Audio,Los Angeles,90596,4.296,6.956,88.257,0.757,Neurotypical
7747,45,Game Design,Vancouver,132808,8.456,3.605,79.167,0.044,Neurotypical
7748,26,Programming,Vancouver,109257,1.261,5.746,10.418,0.386,Neurodiverse
